1. Ano,2. Nome Região (Portugal),3. Âmbito Geográfico,4. Filtro 1,5. Filtro 2,7. Escala,9. Valor
2016.0,Marvão,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,
2016.0,Marvão,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,
2016.0,Marvão,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,
2016.0,Marvão,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,
2016.0,Marvão,Município,Total,10º ano,% dos alunos,
2016.0,Marvão,Município,Total,11º ano,% dos alunos,
2016.0,Marvão,Município,Total,12º ano,% dos alunos,
2016.0,Marvão,Município,Total,Total,% dos alunos,
2016.0,Matosinhos,Município,Cursos gerais,10º ano,% dos alunos,16.9
2016.0,Matosinhos,Município,Cursos gerais,11º ano,% dos alunos,9.3
2016.0,Matosinhos,Município,Cursos gerais,12º ano,% dos alunos,33.9
2016.0,Matosinhos,Município,Cursos gerais,Total,% dos alunos,19.0
2016.0,Matosinhos,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,7.3
2016.0,Matosinhos,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,4.9
2016.0,Matosinhos,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,17.0
2016.0,Matosinhos,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,9.3
2016.0,Matosinhos,Município,Total,10º ano,% dos alunos,13.4
2016.0,Matosinhos,Município,Total,11º ano,% dos alunos,7.8
2016.0,Matosinhos,Município,Total,12º ano,% dos alunos,27.8
2016.0,Matosinhos,Município,Total,Total,% dos alunos,15.5
2016.0,Mealhada,Município,Cursos gerais,10º ano,% dos alunos,9.5
2016.0,Mealhada,Município,Cursos gerais,11º ano,% dos alunos,10.6
2016.0,Mealhada,Município,Cursos gerais,12º ano,% dos alunos,33.3
2016.0,Mealhada,Município,Cursos gerais,Total,% dos alunos,17.2
2016.0,Mealhada,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,6.0
2016.0,Mealhada,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,3.8
2016.0,Mealhada,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,34.2
2016.0,Mealhada,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,13.3
2016.0,Mealhada,Município,Total,10º ano,% dos alunos,7.7
2016.0,Mealhada,Município,Total,11º ano,% dos alunos,7.3
2016.0,Mealhada,Município,Total,12º ano,% dos alunos,33.7
2016.0,Mealhada,Município,Total,Total,% dos alunos,15.2
2016.0,Mêda,Município,Cursos gerais,10º ano,% dos alunos,32.0
2016.0,Mêda,Município,Cursos gerais,11º ano,% dos alunos,3.3
2016.0,Mêda,Município,Cursos gerais,12º ano,% dos alunos,29.4
2016.0,Mêda,Município,Cursos gerais,Total,% dos alunos,19.4
2016.0,Mêda,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,
2016.0,Mêda,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,
2016.0,Mêda,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,
2016.0,Mêda,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,
2016.0,Mêda,Município,Total,10º ano,% dos alunos,32.0
2016.0,Mêda,Município,Total,11º ano,% dos alunos,3.3
2016.0,Mêda,Município,Total,12º ano,% dos alunos,29.4
2016.0,Mêda,Município,Total,Total,% dos alunos,19.4
2016.0,Melgaço,Município,Cursos gerais,10º ano,% dos alunos,12.5
2016.0,Melgaço,Município,Cursos gerais,11º ano,% dos alunos,6.2
2016.0,Melgaço,Município,Cursos gerais,12º ano,% dos alunos,34.9
2016.0,Melgaço,Município,Cursos gerais,Total,% dos alunos,17.0
2016.0,Melgaço,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,
2016.0,Melgaço,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,
2016.0,Melgaço,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,
2016.0,Melgaço,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,
2016.0,Melgaço,Município,Total,10º ano,% dos alunos,12.5
2016.0,Melgaço,Município,Total,11º ano,% dos alunos,6.2
2016.0,Melgaço,Município,Total,12º ano,% dos alunos,34.9
2016.0,Melgaço,Município,Total,Total,% dos alunos,17.0
2016.0,Mértola,Município,Cursos gerais,10º ano,% dos alunos,12.2
2016.0,Mértola,Município,Cursos gerais,11º ano,% dos alunos,3.3
2016.0,Mértola,Município,Cursos gerais,12º ano,% dos alunos,27.8
2016.0,Mértola,Município,Cursos gerais,Total,% dos alunos,15.0
2016.0,Mértola,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,31.6
2016.0,Mértola,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,6.2
2016.0,Mértola,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,0.0
2016.0,Mértola,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,11.4
2016.0,Mértola,Município,Total,10º ano,% dos alunos,18.3
2016.0,Mértola,Município,Total,11º ano,% dos alunos,4.8
2016.0,Mértola,Município,Total,12º ano,% dos alunos,18.2
2016.0,Mértola,Município,Total,Total,% dos alunos,13.6
2016.0,Mesão Frio,Município,Cursos gerais,10º ano,% dos alunos,6.5
2016.0,Mesão Frio,Município,Cursos gerais,11º ano,% dos alunos,3.2
2016.0,Mesão Frio,Município,Cursos gerais,12º ano,% dos alunos,24.1
2016.0,Mesão Frio,Município,Cursos gerais,Total,% dos alunos,11.0
2016.0,Mesão Frio,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,0.0
2016.0,Mesão Frio,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,0.0
2016.0,Mesão Frio,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,18.2
2016.0,Mesão Frio,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,6.2
2016.0,Mesão Frio,Município,Total,10º ano,% dos alunos,3.8
2016.0,Mesão Frio,Município,Total,11º ano,% dos alunos,2.0
2016.0,Mesão Frio,Município,Total,12º ano,% dos alunos,21.6
2016.0,Mesão Frio,Município,Total,Total,% dos alunos,9.0
2016.0,Mira,Município,Cursos gerais,10º ano,% dos alunos,13.5
2016.0,Mira,Município,Cursos gerais,11º ano,% dos alunos,7.3
2016.0,Mira,Município,Cursos gerais,12º ano,% dos alunos,16.7
2016.0,Mira,Município,Cursos gerais,Total,% dos alunos,12.3
2016.0,Mira,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,0.0
2016.0,Mira,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,0.0
2016.0,Mira,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,27.6
2016.0,Mira,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,12.7
2016.0,Mira,Município,Total,10º ano,% dos alunos,10.8
2016.0,Mira,Município,Total,11º ano,% dos alunos,5.7
2016.0,Mira,Município,Total,12º ano,% dos alunos,21.1
2016.0,Mira,Município,Total,Total,% dos alunos,12.4
2016.0,Miranda do Corvo,Município,Cursos gerais,10º ano,% dos alunos,16.2
2016.0,Miranda do Corvo,Município,Cursos gerais,11º ano,% dos alunos,4.8
2016.0,Miranda do Corvo,Município,Cursos gerais,12º ano,% dos alunos,30.0
2016.0,Miranda do Corvo,Município,Cursos gerais,Total,% dos alunos,18.2
2016.0,Miranda do Corvo,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,10.0
2016.0,Miranda do Corvo,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,3.3
2016.0,Miranda do Corvo,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,11.1
2016.0,Miranda do Corvo,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,8.0
2016.0,Miranda do Corvo,Município,Total,10º ano,% dos alunos,14.4
2016.0,Miranda do Corvo,Município,Total,11º ano,% dos alunos,4.2
2016.0,Miranda do Corvo,Município,Total,12º ano,% dos alunos,24.1
2016.0,Miranda do Corvo,Município,Total,Total,% dos alunos,14.8
2016.0,Miranda do Douro,Município,Cursos gerais,10º ano,% dos alunos,28.8
2016.0,Miranda do Douro,Município,Cursos gerais,11º ano,% dos alunos,16.7
2016.0,Miranda do Douro,Município,Cursos gerais,12º ano,% dos alunos,34.3
2016.0,Miranda do Douro,Município,Cursos gerais,Total,% dos alunos,26.8
2016.0,Miranda do Douro,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,0.0
2016.0,Miranda do Douro,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,
2016.0,Miranda do Douro,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,0.0
2016.0,Miranda do Douro,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,0.0
2016.0,Miranda do Douro,Município,Total,10º ano,% dos alunos,21.7
2016.0,Miranda do Douro,Município,Total,11º ano,% dos alunos,16.7
2016.0,Miranda do Douro,Município,Total,12º ano,% dos alunos,26.7
2016.0,Miranda do Douro,Município,Total,Total,% dos alunos,22.0
2016.0,Mirandela,Município,Cursos gerais,10º ano,% dos alunos,20.0
2016.0,Mirandela,Município,Cursos gerais,11º ano,% dos alunos,5.6
2016.0,Mirandela,Município,Cursos gerais,12º ano,% dos alunos,36.4
2016.0,Mirandela,Município,Cursos gerais,Total,% dos alunos,20.4
2016.0,Mirandela,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,22.6
2016.0,Mirandela,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,2.6
2016.0,Mirandela,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,27.1
2016.0,Mirandela,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,17.1
2016.0,Mirandela,Município,Total,10º ano,% dos alunos,21.1
2016.0,Mirandela,Município,Total,11º ano,% dos alunos,4.7
2016.0,Mirandela,Município,Total,12º ano,% dos alunos,33.8
2016.0,Mirandela,Município,Total,Total,% dos alunos,19.3
2016.0,Mogadouro,Município,Cursos gerais,10º ano,% dos alunos,19.5
2016.0,Mogadouro,Município,Cursos gerais,11º ano,% dos alunos,10.3
2016.0,Mogadouro,Município,Cursos gerais,12º ano,% dos alunos,37.8
2016.0,Mogadouro,Município,Cursos gerais,Total,% dos alunos,23.2
2016.0,Mogadouro,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,0.0
2016.0,Mogadouro,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,11.5
2016.0,Mogadouro,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,
2016.0,Mogadouro,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,5.8
2016.0,Mogadouro,Município,Total,10º ano,% dos alunos,11.9
2016.0,Mogadouro,Município,Total,11º ano,% dos alunos,10.8
2016.0,Mogadouro,Município,Total,12º ano,% dos alunos,37.8
2016.0,Mogadouro,Município,Total,Total,% dos alunos,18.1
2016.0,Moimenta da Beira,Município,Cursos gerais,10º ano,% dos alunos,19.0
2016.0,Moimenta da Beira,Município,Cursos gerais,11º ano,% dos alunos,6.9
2016.0,Moimenta da Beira,Município,Cursos gerais,12º ano,% dos alunos,21.5
2016.0,Moimenta da Beira,Município,Cursos gerais,Total,% dos alunos,16.2
2016.0,Moimenta da Beira,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,14.1
2016.0,Moimenta da Beira,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,10.4
2016.0,Moimenta da Beira,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,18.8
2016.0,Moimenta da Beira,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,14.3
2016.0,Moimenta da Beira,Município,Total,10º ano,% dos alunos,17.0
2016.0,Moimenta da Beira,Município,Total,11º ano,% dos alunos,8.5
2016.0,Moimenta da Beira,Município,Total,12º ano,% dos alunos,20.4
2016.0,Moimenta da Beira,Município,Total,Total,% dos alunos,15.4
2016.0,Moita,Município,Cursos gerais,10º ano,% dos alunos,18.8
2016.0,Moita,Município,Cursos gerais,11º ano,% dos alunos,7.6
2016.0,Moita,Município,Cursos gerais,12º ano,% dos alunos,41.9
2016.0,Moita,Município,Cursos gerais,Total,% dos alunos,22.7
2016.0,Moita,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,1.0
2016.0,Moita,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,1.0
2016.0,Moita,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,37.3
2016.0,Moita,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,12.0
2016.0,Moita,Município,Total,10º ano,% dos alunos,8.2
2016.0,Moita,Município,Total,11º ano,% dos alunos,4.1
2016.0,Moita,Município,Total,12º ano,% dos alunos,39.3
2016.0,Moita,Município,Total,Total,% dos alunos,16.7
2016.0,Monção,Município,Cursos gerais,10º ano,% dos alunos,4.6
2016.0,Monção,Município,Cursos gerais,11º ano,% dos alunos,5.9
2016.0,Monção,Município,Cursos gerais,12º ano,% dos alunos,38.0
2016.0,Monção,Município,Cursos gerais,Total,% dos alunos,16.3
2016.0,Monção,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,2.1
2016.0,Monção,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,11.6
2016.0,Monção,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,16.7
2016.0,Monção,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,9.2
2016.0,Monção,Município,Total,10º ano,% dos alunos,3.4
2016.0,Monção,Município,Total,11º ano,% dos alunos,7.8
2016.0,Monção,Município,Total,12º ano,% dos alunos,28.7
2016.0,Monção,Município,Total,Total,% dos alunos,13.3
2016.0,Monchique,Município,Cursos gerais,10º ano,% dos alunos,
2016.0,Monchique,Município,Cursos gerais,11º ano,% dos alunos,
2016.0,Monchique,Município,Cursos gerais,12º ano,% dos alunos,
2016.0,Monchique,Município,Cursos gerais,Total,% dos alunos,
2016.0,Monchique,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,
2016.0,Monchique,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,
2016.0,Monchique,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,
2016.0,Monchique,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,
2016.0,Monchique,Município,Total,10º ano,% dos alunos,
2016.0,Monchique,Município,Total,11º ano,% dos alunos,
2016.0,Monchique,Município,Total,12º ano,% dos alunos,
2016.0,Monchique,Município,Total,Total,% dos alunos,
2016.0,Mondim de Basto,Município,Cursos gerais,10º ano,% dos alunos,21.4
2016.0,Mondim de Basto,Município,Cursos gerais,11º ano,% dos alunos,9.3
2016.0,Mondim de Basto,Município,Cursos gerais,12º ano,% dos alunos,31.8
2016.0,Mondim de Basto,Município,Cursos gerais,Total,% dos alunos,20.9
2016.0,Mondim de Basto,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,7.0
2016.0,Mondim de Basto,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,31.0
2016.0,Mondim de Basto,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,
2016.0,Mondim de Basto,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,18.8
2016.0,Mondim de Basto,Município,Total,10º ano,% dos alunos,12.7
2016.0,Mondim de Basto,Município,Total,11º ano,% dos alunos,20.0
2016.0,Mondim de Basto,Município,Total,12º ano,% dos alunos,31.8
2016.0,Mondim de Basto,Município,Total,Total,% dos alunos,20.0
2016.0,Monforte,Município,Cursos gerais,10º ano,% dos alunos,
2016.0,Monforte,Município,Cursos gerais,11º ano,% dos alunos,
2016.0,Monforte,Município,Cursos gerais,12º ano,% dos alunos,
2016.0,Monforte,Município,Cursos gerais,Total,% dos alunos,
2016.0,Monforte,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,
2016.0,Monforte,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,
2016.0,Monforte,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,
2016.0,Monforte,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,
2016.0,Monforte,Município,Total,10º ano,% dos alunos,
2016.0,Monforte,Município,Total,11º ano,% dos alunos,
2016.0,Monforte,Município,Total,12º ano,% dos alunos,
2016.0,Monforte,Município,Total,Total,% dos alunos,
2016.0,Montalegre,Município,Cursos gerais,10º ano,% dos alunos,24.0
2016.0,Montalegre,Município,Cursos gerais,11º ano,% dos alunos,20.6
2016.0,Montalegre,Município,Cursos gerais,12º ano,% dos alunos,45.2
2016.0,Montalegre,Município,Cursos gerais,Total,% dos alunos,30.2
2016.0,Montalegre,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,10.0
2016.0,Montalegre,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,0.0
2016.0,Montalegre,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,22.2
2016.0,Montalegre,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,12.5
2016.0,Montalegre,Município,Total,10º ano,% dos alunos,20.0
2016.0,Montalegre,Município,Total,11º ano,% dos alunos,13.7
2016.0,Montalegre,Município,Total,12º ano,% dos alunos,36.2
2016.0,Montalegre,Município,Total,Total,% dos alunos,24.2
2016.0,Montemor-o-Novo,Município,Cursos gerais,10º ano,% dos alunos,13.7
2016.0,Montemor-o-Novo,Município,Cursos gerais,11º ano,% dos alunos,8.9
2016.0,Montemor-o-Novo,Município,Cursos gerais,12º ano,% dos alunos,35.8
2016.0,Montemor-o-Novo,Município,Cursos gerais,Total,% dos alunos,17.8
2016.0,Montemor-o-Novo,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,10.6
2016.0,Montemor-o-Novo,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,13.3
2016.0,Montemor-o-Novo,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,29.4
2016.0,Montemor-o-Novo,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,17.7
2016.0,Montemor-o-Novo,Município,Total,10º ano,% dos alunos,12.5
2016.0,Montemor-o-Novo,Município,Total,11º ano,% dos alunos,9.5
2016.0,Montemor-o-Novo,Município,Total,12º ano,% dos alunos,33.7
2016.0,Montemor-o-Novo,Município,Total,Total,% dos alunos,17.8
2016.0,Montemor-o-Velho,Município,Cursos gerais,10º ano,% dos alunos,15.4
2016.0,Montemor-o-Velho,Município,Cursos gerais,11º ano,% dos alunos,12.2
2016.0,Montemor-o-Velho,Município,Cursos gerais,12º ano,% dos alunos,35.8
2016.0,Montemor-o-Velho,Município,Cursos gerais,Total,% dos alunos,20.3
2016.0,Montemor-o-Velho,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,10.7
2016.0,Montemor-o-Velho,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,11.6
2016.0,Montemor-o-Velho,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,18.0
2016.0,Montemor-o-Velho,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,13.1
2016.0,Montemor-o-Velho,Município,Total,10º ano,% dos alunos,13.1
2016.0,Montemor-o-Velho,Município,Total,11º ano,% dos alunos,12.0
2016.0,Montemor-o-Velho,Município,Total,12º ano,% dos alunos,28.2
2016.0,Montemor-o-Velho,Município,Total,Total,% dos alunos,17.2
2016.0,Montijo,Município,Cursos gerais,10º ano,% dos alunos,19.9
2016.0,Montijo,Município,Cursos gerais,11º ano,% dos alunos,14.9
2016.0,Montijo,Município,Cursos gerais,12º ano,% dos alunos,37.0
2016.0,Montijo,Município,Cursos gerais,Total,% dos alunos,22.9
2016.0,Montijo,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,12.4
2016.0,Montijo,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,9.4
2016.0,Montijo,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,37.6
2016.0,Montijo,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,17.2
2016.0,Montijo,Município,Total,10º ano,% dos alunos,16.7
2016.0,Montijo,Município,Total,11º ano,% dos alunos,13.2
2016.0,Montijo,Município,Total,12º ano,% dos alunos,37.2
2016.0,Montijo,Município,Total,Total,% dos alunos,20.9
2016.0,Mora,Município,Cursos gerais,10º ano,% dos alunos,16.7
2016.0,Mora,Município,Cursos gerais,11º ano,% dos alunos,26.7
2016.0,Mora,Município,Cursos gerais,12º ano,% dos alunos,38.9
2016.0,Mora,Município,Cursos gerais,Total,% dos alunos,26.3
2016.0,Mora,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,
